,pid,age,hh_income,sex,employment,day,hh_zone,access_egress_distance,vehicles
47058,nts202301443101,32-40,32118-44107,male,unemployed,tuesday,suburban,5.8-9.15862,0
47059,nts202301443102,32-40,32118-44107,male,unemployed,wednesday,suburban,5.8-9.15862,0
47060,nts202301443301,40-48,≤22316,male,other,wednesday,suburban,≤3.376,1
47061,nts202301443501,10-21,≤22316,male,student,wednesday,suburban,unknown,1
47062,nts202301443502,10-21,≤22316,male,student,thursday,suburban,unknown,1
47063,nts202301443503,10-21,≤22316,male,student,friday,suburban,unknown,1
47064,nts202301443601,10-21,≤22316,male,unknown,wednesday,suburban,unknown,1
47065,nts202301443602,10-21,≤22316,male,unknown,thursday,suburban,unknown,1
47066,nts202301443603,10-21,≤22316,male,unknown,friday,suburban,unknown,1
47067,nts202301443604,10-21,≤22316,male,unknown,saturday,suburban,unknown,1
47068,nts202301443605,10-21,≤22316,male,unknown,sunday,suburban,unknown,1
47069,nts202301443701,10-21,≤22316,male,unknown,wednesday,suburban,unknown,1
47070,nts202301443702,10-21,≤22316,male,unknown,thursday,suburban,unknown,1
47071,nts202301443703,10-21,≤22316,male,unknown,friday,suburban,unknown,1
47072,nts202301443704,10-21,≤22316,male,unknown,saturday,suburban,unknown,1
47073,nts202301443705,10-21,≤22316,male,unknown,sunday,suburban,unknown,1
47074,nts202301443801,21-32,32118-44107,male,unemployed,wednesday,suburban,≤3.376,0
47075,nts202301443802,21-32,32118-44107,male,unemployed,thursday,suburban,≤3.376,0
47076,nts202301443803,21-32,32118-44107,male,unemployed,friday,suburban,≤3.376,0
47077,nts202301443804,21-32,32118-44107,male,unemployed,saturday,suburban,≤3.376,0
47078,nts202301443806,21-32,32118-44107,male,unemployed,monday,suburban,≤3.376,0
47079,nts202301443807,21-32,32118-44107,male,unemployed,tuesday,suburban,≤3.376,0
47080,nts202301443906,21-32,32118-44107,female,ft-employed,monday,suburban,3.376-5.8,0
47081,nts202301443907,21-32,32118-44107,female,ft-employed,tuesday,suburban,3.376-5.8,0
47082,nts202301444101,48-54,32118-44107,female,pt-employed,thursday,urban,3.376-5.8,2
47083,nts202301444102,48-54,32118-44107,female,pt-employed,friday,urban,3.376-5.8,2
47084,nts202301444103,48-54,32118-44107,female,pt-employed,saturday,urban,3.376-5.8,2
47085,nts202301444104,48-54,32118-44107,female,pt-employed,sunday,urban,3.376-5.8,2
47086,nts202301444105,48-54,32118-44107,female,pt-employed,monday,urban,3.376-5.8,2
47087,nts202301444202,54-61,32118-44107,male,ft-employed,friday,urban,>15.8,2
47088,nts202301444203,54-61,32118-44107,male,ft-employed,saturday,urban,>15.8,2
47089,nts202301444204,54-61,32118-44107,male,ft-employed,sunday,urban,>15.8,2
47090,nts202301444301,10-21,32118-44107,male,student,thursday,urban,3.376-5.8,2
47091,nts202301444302,10-21,32118-44107,male,student,friday,urban,3.376-5.8,2
47092,nts202301444303,10-21,32118-44107,male,student,saturday,urban,3.376-5.8,2
47093,nts202301444304,10-21,32118-44107,male,student,sunday,urban,3.376-5.8,2
47094,nts202301444305,10-21,32118-44107,male,student,monday,urban,3.376-5.8,2
47095,nts202301444401,40-48,44107-68887,male,ft-employed,thursday,urban,3.376-5.8,1
47096,nts202301444402,40-48,44107-68887,male,ft-employed,friday,urban,3.376-5.8,1
47097,nts202301444403,40-48,44107-68887,male,ft-employed,saturday,urban,3.376-5.8,1
47098,nts202301444404,40-48,44107-68887,male,ft-employed,sunday,urban,3.376-5.8,1
47099,nts202301444503,40-48,44107-68887,female,ft-employed,saturday,urban,3.376-5.8,1
47100,nts202301444504,40-48,44107-68887,female,ft-employed,sunday,urban,3.376-5.8,1
47101,nts202301444505,40-48,44107-68887,female,ft-employed,monday,urban,3.376-5.8,1
47102,nts202301444601,≤10,44107-68887,female,unknown,thursday,urban,3.376-5.8,1
47103,nts202301444603,≤10,44107-68887,female,unknown,saturday,urban,3.376-5.8,1
47104,nts202301444604,≤10,44107-68887,female,unknown,sunday,urban,3.376-5.8,1
47105,nts202301444607,≤10,44107-68887,female,unknown,wednesday,urban,3.376-5.8,1
47106,nts202301444703,10-21,44107-68887,male,unknown,saturday,urban,3.376-5.8,1
47107,nts202301444704,10-21,44107-68887,male,unknown,sunday,urban,3.376-5.8,1
47108,nts202301444705,10-21,44107-68887,male,unknown,monday,urban,3.376-5.8,1
47109,nts202301444706,10-21,44107-68887,male,unknown,tuesday,urban,3.376-5.8,1
47110,nts202301444707,10-21,44107-68887,male,unknown,wednesday,urban,3.376-5.8,1
47111,nts202301445201,68-75,32118-44107,female,retired,friday,urban,3.376-5.8,1
47112,nts202301445202,68-75,32118-44107,female,retired,saturday,urban,3.376-5.8,1
47113,nts202301445203,68-75,32118-44107,female,retired,sunday,urban,3.376-5.8,1
47114,nts202301445204,68-75,32118-44107,female,retired,monday,urban,3.376-5.8,1
47115,nts202301445205,68-75,32118-44107,female,retired,tuesday,urban,3.376-5.8,1
47116,nts202301445302,68-75,>68887,male,retired,saturday,urban,9.15862-15.8,1
47117,nts202301445303,68-75,>68887,male,retired,sunday,urban,9.15862-15.8,1
47118,nts202301445304,68-75,>68887,male,retired,monday,urban,9.15862-15.8,1
47119,nts202301445401,>75,32118-44107,female,retired,wednesday,urban,≤3.376,1
47120,nts202301445402,>75,32118-44107,female,retired,thursday,urban,≤3.376,1
47121,nts202301445403,>75,32118-44107,female,retired,friday,urban,≤3.376,1
47122,nts202301445404,>75,32118-44107,female,retired,saturday,urban,≤3.376,1
47123,nts202301445405,>75,32118-44107,female,retired,sunday,urban,≤3.376,1
47124,nts202301445406,>75,32118-44107,female,retired,monday,urban,≤3.376,1
47125,nts202301445502,>75,≤22316,female,retired,friday,urban,9.15862-15.8,0
47126,nts202301445503,>75,≤22316,female,retired,saturday,urban,9.15862-15.8,0
47127,nts202301445601,68-75,22316-32118,male,retired,wednesday,urban,9.15862-15.8,2
47128,nts202301445602,68-75,22316-32118,male,retired,thursday,urban,9.15862-15.8,2
47129,nts202301445603,68-75,22316-32118,male,retired,friday,urban,9.15862-15.8,2
47130,nts202301445604,68-75,22316-32118,male,retired,saturday,urban,9.15862-15.8,2
47131,nts202301445605,68-75,22316-32118,male,retired,sunday,urban,9.15862-15.8,2
47132,nts202301445606,68-75,22316-32118,male,retired,monday,urban,9.15862-15.8,2
47133,nts202301445607,68-75,22316-32118,male,retired,tuesday,urban,9.15862-15.8,2
47134,nts202301445701,61-68,22316-32118,female,retired,wednesday,urban,9.15862-15.8,2
47135,nts202301445702,61-68,22316-32118,female,retired,thursday,urban,9.15862-15.8,2
47136,nts202301445703,61-68,22316-32118,female,retired,friday,urban,9.15862-15.8,2
47137,nts202301445704,61-68,22316-32118,female,retired,saturday,urban,9.15862-15.8,2
47138,nts202301446201,40-48,>68887,male,ft-employed,monday,urban,>15.8,1
47139,nts202301446202,40-48,>68887,male,ft-employed,tuesday,urban,>15.8,1
47140,nts202301446204,40-48,>68887,male,ft-employed,thursday,urban,>15.8,1
47141,nts202301446302,10-21,>68887,male,pt-employed,tuesday,urban,3.376-5.8,1
47142,nts202301446303,10-21,>68887,male,pt-employed,wednesday,urban,3.376-5.8,1
47143,nts202301446306,10-21,>68887,male,pt-employed,saturday,urban,3.376-5.8,1
47144,nts202301446402,10-21,>68887,female,unknown,tuesday,urban,3.376-5.8,1
47145,nts202301446403,10-21,>68887,female,unknown,wednesday,urban,3.376-5.8,1
47146,nts202301446404,10-21,>68887,female,unknown,thursday,urban,3.376-5.8,1
47147,nts202301446405,10-21,>68887,female,unknown,friday,urban,3.376-5.8,1
47148,nts202301446501,68-75,32118-44107,female,retired,tuesday,rural,9.15862-15.8,1
47149,nts202301446502,68-75,32118-44107,female,retired,wednesday,rural,9.15862-15.8,1
47150,nts202301446503,68-75,32118-44107,female,retired,thursday,rural,9.15862-15.8,1
47151,nts202301446504,68-75,32118-44107,female,retired,friday,rural,9.15862-15.8,1
47152,nts202301446505,68-75,32118-44107,female,retired,saturday,rural,9.15862-15.8,1
47153,nts202301446506,68-75,32118-44107,female,retired,sunday,rural,9.15862-15.8,1
47154,nts202301446507,68-75,32118-44107,female,retired,monday,rural,9.15862-15.8,1
47155,nts202301446601,>75,>68887,male,retired,thursday,rural,3.376-5.8,1
47156,nts202301446602,>75,>68887,male,retired,friday,rural,3.376-5.8,1
47157,nts202301446603,>75,>68887,male,retired,saturday,rural,3.376-5.8,1
47158,nts202301446604,>75,>68887,male,retired,sunday,rural,3.376-5.8,1
47159,nts202301446605,>75,>68887,male,retired,monday,rural,3.376-5.8,1
47160,nts202301446606,>75,>68887,male,retired,tuesday,rural,3.376-5.8,1
47161,nts202301446701,40-48,≤22316,male,unknown,thursday,urban,>15.8,0
47162,nts202301446702,40-48,≤22316,male,unknown,friday,urban,>15.8,0
47163,nts202301446703,40-48,≤22316,male,unknown,saturday,urban,>15.8,0
47164,nts202301446801,40-48,≤22316,female,unknown,thursday,urban,≤3.376,0
47165,nts202301446802,40-48,≤22316,female,unknown,friday,urban,≤3.376,0
47166,nts202301446803,40-48,≤22316,female,unknown,saturday,urban,≤3.376,0
47167,nts202301446804,40-48,≤22316,female,unknown,sunday,urban,≤3.376,0
47168,nts202301446901,10-21,≤22316,male,unknown,thursday,urban,≤3.376,0
47169,nts202301447001,10-21,≤22316,male,unknown,thursday,urban,>15.8,0
47170,nts202301447002,10-21,≤22316,male,unknown,friday,urban,>15.8,0
47171,nts202301447101,10-21,≤22316,female,unknown,thursday,urban,≤3.376,0
47172,nts202301447102,10-21,≤22316,female,unknown,friday,urban,≤3.376,0
47173,nts202301447103,10-21,≤22316,female,unknown,saturday,urban,≤3.376,0
47174,nts202301447104,10-21,≤22316,female,unknown,sunday,urban,≤3.376,0
47175,nts202301447201,>75,44107-68887,male,retired,friday,urban,≤3.376,1
47176,nts202301447202,>75,44107-68887,male,retired,saturday,urban,≤3.376,1
47177,nts202301447203,>75,44107-68887,male,retired,sunday,urban,≤3.376,1
47178,nts202301447204,>75,44107-68887,male,retired,monday,urban,≤3.376,1
47179,nts202301447205,>75,44107-68887,male,retired,tuesday,urban,≤3.376,1
47180,nts202301447206,>75,44107-68887,male,retired,wednesday,urban,≤3.376,1
47181,nts202301447207,>75,44107-68887,male,retired,thursday,urban,≤3.376,1
47182,nts202301447301,61-68,≤22316,male,unknown,sunday,urban,≤3.376,1
47183,nts202301447302,61-68,≤22316,male,unknown,monday,urban,≤3.376,1
47184,nts202301447303,61-68,≤22316,male,unknown,tuesday,urban,≤3.376,1
47185,nts202301447304,61-68,≤22316,male,unknown,wednesday,urban,≤3.376,1
47186,nts202301447305,61-68,≤22316,male,unknown,thursday,urban,≤3.376,1
47187,nts202301447401,32-40,≤22316,male,retired,monday,urban,≤3.376,0
47188,nts202301447501,68-75,≤22316,male,retired,monday,urban,5.8-9.15862,0
47189,nts202301447601,68-75,≤22316,female,retired,monday,urban,3.376-5.8,0
47190,nts202301447701,54-61,≤22316,male,unknown,sunday,urban,9.15862-15.8,4
47191,nts202301447702,54-61,≤22316,male,unknown,monday,urban,9.15862-15.8,4
47192,nts202301447703,54-61,≤22316,male,unknown,tuesday,urban,9.15862-15.8,4
47193,nts202301447704,54-61,≤22316,male,unknown,wednesday,urban,9.15862-15.8,4
47194,nts202301447705,54-61,≤22316,male,unknown,thursday,urban,9.15862-15.8,4
47195,nts202301447706,54-61,≤22316,male,unknown,friday,urban,9.15862-15.8,4
47196,nts202301447801,40-48,≤22316,female,unknown,sunday,urban,5.8-9.15862,4
47197,nts202301447802,40-48,≤22316,female,unknown,monday,urban,5.8-9.15862,4
47198,nts202301447803,40-48,≤22316,female,unknown,tuesday,urban,5.8-9.15862,4
47199,nts202301447804,40-48,≤22316,female,unknown,wednesday,urban,5.8-9.15862,4
47200,nts202301447805,40-48,≤22316,female,unknown,thursday,urban,5.8-9.15862,4
47201,nts202301447901,21-32,≤22316,male,unknown,sunday,urban,5.8-9.15862,4
47202,nts202301447902,21-32,≤22316,male,unknown,monday,urban,5.8-9.15862,4
47203,nts202301447903,21-32,≤22316,male,unknown,tuesday,urban,5.8-9.15862,4
47204,nts202301447904,21-32,≤22316,male,unknown,wednesday,urban,5.8-9.15862,4
47205,nts202301447905,21-32,≤22316,male,unknown,thursday,urban,5.8-9.15862,4
47206,nts202301448001,10-21,≤22316,male,unknown,sunday,urban,5.8-9.15862,4
47207,nts202301448002,10-21,≤22316,male,unknown,monday,urban,5.8-9.15862,4
47208,nts202301448003,10-21,≤22316,male,unknown,tuesday,urban,5.8-9.15862,4
47209,nts202301448004,10-21,≤22316,male,unknown,wednesday,urban,5.8-9.15862,4
47210,nts202301448005,10-21,≤22316,male,unknown,thursday,urban,5.8-9.15862,4
47211,nts202301448201,68-75,≤22316,female,retired,thursday,rural,>15.8,2
47212,nts202301448202,68-75,≤22316,female,retired,friday,rural,>15.8,2
47213,nts202301448203,68-75,≤22316,female,retired,saturday,rural,>15.8,2
47214,nts202301448204,68-75,≤22316,female,retired,sunday,rural,>15.8,2
47215,nts202301448205,68-75,≤22316,female,retired,monday,rural,>15.8,2
47216,nts202301448206,68-75,≤22316,female,retired,tuesday,rural,>15.8,2
47217,nts202301448207,68-75,≤22316,female,retired,wednesday,rural,>15.8,2
47218,nts202301448301,>75,≤22316,male,retired,thursday,rural,>15.8,2
47219,nts202301448302,>75,≤22316,male,retired,friday,rural,>15.8,2
47220,nts202301448303,>75,≤22316,male,retired,saturday,rural,>15.8,2
47221,nts202301448304,>75,≤22316,male,retired,sunday,rural,>15.8,2
47222,nts202301448305,>75,≤22316,male,retired,monday,rural,>15.8,2
47223,nts202301448306,>75,≤22316,male,retired,tuesday,rural,>15.8,2
47224,nts202301448307,>75,≤22316,male,retired,wednesday,rural,>15.8,2
47225,nts202301448401,>75,32118-44107,female,retired,thursday,rural,5.8-9.15862,1
47226,nts202301448402,>75,32118-44107,female,retired,friday,rural,5.8-9.15862,1
47227,nts202301448403,>75,32118-44107,female,retired,saturday,rural,5.8-9.15862,1
47228,nts202301448404,>75,32118-44107,female,retired,sunday,rural,5.8-9.15862,1
47229,nts202301448501,40-48,32118-44107,female,ft-employed,tuesday,rural,>15.8,1
47230,nts202301448502,40-48,32118-44107,female,ft-employed,wednesday,rural,>15.8,1
47231,nts202301448503,40-48,32118-44107,female,ft-employed,thursday,rural,>15.8,1
47232,nts202301448504,40-48,32118-44107,female,ft-employed,friday,rural,>15.8,1
47233,nts202301448505,40-48,32118-44107,female,ft-employed,saturday,rural,>15.8,1
47234,nts202301448506,40-48,32118-44107,female,ft-employed,sunday,rural,>15.8,1
47235,nts202301448507,40-48,32118-44107,female,ft-employed,monday,rural,>15.8,1
47236,nts202301448601,10-21,32118-44107,female,unknown,tuesday,rural,≤3.376,1
47237,nts202301448701,10-21,32118-44107,male,ft-employed,tuesday,rural,≤3.376,1
47238,nts202301448702,10-21,32118-44107,male,ft-employed,wednesday,rural,≤3.376,1
47239,nts202301448703,10-21,32118-44107,male,ft-employed,thursday,rural,≤3.376,1
47240,nts202301448704,10-21,32118-44107,male,ft-employed,friday,rural,≤3.376,1
47241,nts202301448706,10-21,32118-44107,male,ft-employed,sunday,rural,≤3.376,1
47242,nts202301448801,>75,≤22316,female,retired,thursday,rural,>15.8,2
47243,nts202301448802,>75,≤22316,female,retired,friday,rural,>15.8,2
47244,nts202301448901,>75,≤22316,male,retired,thursday,rural,>15.8,2
47245,nts202301448902,>75,≤22316,male,retired,friday,rural,>15.8,2
47246,nts202301449001,21-32,≤22316,female,other,monday,rural,>15.8,0
47247,nts202301449003,21-32,≤22316,female,other,wednesday,rural,>15.8,0
47248,nts202301449004,21-32,≤22316,female,other,thursday,rural,>15.8,0
47249,nts202301449101,≤10,≤22316,female,unknown,monday,rural,>15.8,0
47250,nts202301449102,≤10,≤22316,female,unknown,tuesday,rural,>15.8,0
47251,nts202301449103,≤10,≤22316,female,unknown,wednesday,rural,>15.8,0
47252,nts202301449201,≤10,≤22316,male,unknown,monday,rural,>15.8,0
47253,nts202301449203,≤10,≤22316,male,unknown,wednesday,rural,>15.8,0
47254,nts202301449204,≤10,≤22316,male,unknown,thursday,rural,>15.8,0
47255,nts202301449301,40-48,32118-44107,female,ft-employed,tuesday,rural,>15.8,0
47256,nts202301449302,40-48,32118-44107,female,ft-employed,wednesday,rural,>15.8,0
47257,nts202301449303,40-48,32118-44107,female,ft-employed,thursday,rural,>15.8,0
47258,nts202301449304,40-48,32118-44107,female,ft-employed,friday,rural,>15.8,0
47259,nts202301449401,54-61,32118-44107,male,ft-employed,tuesday,rural,>15.8,0
47260,nts202301449402,54-61,32118-44107,male,ft-employed,wednesday,rural,>15.8,0
47261,nts202301449403,54-61,32118-44107,male,ft-employed,thursday,rural,>15.8,0
47262,nts202301449404,54-61,32118-44107,male,ft-employed,friday,rural,>15.8,0
47263,nts202301449501,48-54,>68887,male,ft-employed,thursday,rural,9.15862-15.8,3
47264,nts202301449502,48-54,>68887,male,ft-employed,friday,rural,9.15862-15.8,3
47265,nts202301449503,48-54,>68887,male,ft-employed,saturday,rural,9.15862-15.8,3
47266,nts202301449504,48-54,>68887,male,ft-employed,sunday,rural,9.15862-15.8,3
47267,nts202301449505,48-54,>68887,male,ft-employed,monday,rural,9.15862-15.8,3
47268,nts202301449506,48-54,>68887,male,ft-employed,tuesday,rural,9.15862-15.8,3
47269,nts202301449601,48-54,>68887,male,ft-employed,thursday,rural,>15.8,3
47270,nts202301449602,48-54,>68887,male,ft-employed,friday,rural,>15.8,3
47271,nts202301449603,48-54,>68887,male,ft-employed,saturday,rural,>15.8,3
47272,nts202301449604,48-54,>68887,male,ft-employed,sunday,rural,>15.8,3
47273,nts202301449605,48-54,>68887,male,ft-employed,monday,rural,>15.8,3
47274,nts202301449606,48-54,>68887,male,ft-employed,tuesday,rural,>15.8,3
47275,nts202301449701,10-21,>68887,female,pt-employed,thursday,rural,>15.8,3
47276,nts202301449702,10-21,>68887,female,pt-employed,friday,rural,>15.8,3
47277,nts202301449703,10-21,>68887,female,pt-employed,saturday,rural,>15.8,3
47278,nts202301449704,10-21,>68887,female,pt-employed,sunday,rural,>15.8,3
47279,nts202301449705,10-21,>68887,female,pt-employed,monday,rural,>15.8,3
47280,nts202301449706,10-21,>68887,female,pt-employed,tuesday,rural,>15.8,3
47281,nts202301449707,10-21,>68887,female,pt-employed,wednesday,rural,>15.8,3
47282,nts202301449801,10-21,>68887,male,unknown,thursday,rural,9.15862-15.8,3
47283,nts202301449802,10-21,>68887,male,unknown,friday,rural,9.15862-15.8,3
47284,nts202301449803,10-21,>68887,male,unknown,saturday,rural,9.15862-15.8,3
47285,nts202301449804,10-21,>68887,male,unknown,sunday,rural,9.15862-15.8,3
47286,nts202301449805,10-21,>68887,male,unknown,monday,rural,9.15862-15.8,3
47287,nts202301449806,10-21,>68887,male,unknown,tuesday,rural,9.15862-15.8,3
47288,nts202301450301,54-61,≤22316,female,retired,sunday,rural,9.15862-15.8,1
47289,nts202301450302,54-61,≤22316,female,retired,monday,rural,9.15862-15.8,1
47290,nts202301450303,54-61,≤22316,female,retired,tuesday,rural,9.15862-15.8,1
47291,nts202301450401,54-61,≤22316,male,retired,thursday,suburban,≤3.376,0
47292,nts202301450402,54-61,≤22316,male,retired,friday,suburban,≤3.376,0
